question_id,labels,label_scores,label_sources
179,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_FLEXIBILITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_FLEXIBILITY"": 0.6400000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_FLEXIBILITY"": ""rule""}"
180,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_RESILIENCE""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule""}"
181,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
182,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7088888888888889, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
183,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_COLLABORATIVE"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_COLLABORATIVE"": ""rule""}"
184,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_RESULTS_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_RESILIENCE""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_RESILIENCE"": 0.6400000000000001, ""ORIENTATION_BUSINESS_FOCUSED"": 0.7200000000000001, ""ORIENTATION_RESULTS_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule"", ""ORIENTATION_BUSINESS_FOCUSED"": ""rule"", ""ORIENTATION_RESULTS_FOCUSED"": ""rule""}"
185,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_RESILIENCE""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule""}"
186,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7088888888888889, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
187,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_RESILIENCE""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule""}"
188,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
189,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
190,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7088888888888889, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
191,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""INTEREST_PREDICTIVE_ANALYTICS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
192,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7088888888888889, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
193,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
194,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""INTEREST_PREDICTIVE_ANALYTICS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
195,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""INTEREST_PREDICTIVE_ANALYTICS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
196,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
197,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_COLLABORATIVE"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_COLLABORATIVE"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_COLLABORATIVE"": ""rule""}"
198,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
199,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
200,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY"", ""TRAIT_RESILIENCE""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""TRAIT_RESILIENCE"": 0.6400000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""TRAIT_RESILIENCE"": ""rule""}"
201,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
202,"[""INTEREST_DATA_WORK"", ""INTEREST_EXPLANATION_WRITING"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_BUSINESS_FOCUSED"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_COMMUNICATION"", ""TRAIT_CURIOSITY"", ""TRAIT_FLEXIBILITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_EXPLANATION_WRITING"": 0.6400000000000001, ""TRAIT_COMMUNICATION"": 0.7200000000000001, ""TRAIT_FLEXIBILITY"": 0.6400000000000001, ""ORIENTATION_BUSINESS_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_EXPLANATION_WRITING"": ""rule"", ""TRAIT_COMMUNICATION"": ""rule"", ""TRAIT_FLEXIBILITY"": ""rule"", ""ORIENTATION_BUSINESS_FOCUSED"": ""rule""}"
203,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
204,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""INTEREST_PREDICTIVE_ANALYTICS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
205,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""INTEREST_PREDICTIVE_ANALYTICS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""INTEREST_PREDICTIVE_ANALYTICS"": 0.8}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""INTEREST_PREDICTIVE_ANALYTICS"": ""rule""}"
206,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_EXCELLENCE_FOCUSED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778, ""ORIENTATION_EXCELLENCE_FOCUSED"": 0.7200000000000001}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata"", ""ORIENTATION_EXCELLENCE_FOCUSED"": ""rule""}"
207,"[""INTEREST_DATA_WORK"", ""INTEREST_INSIGHTS_ANALYSIS"", ""ORIENTATION_DATA_ORIENTED"", ""ORIENTATION_TECHNOLOGY_FOCUSED"", ""TRAIT_CURIOSITY""]","{""TRAIT_CURIOSITY"": 0.7, ""ORIENTATION_TECHNOLOGY_FOCUSED"": 0.8, ""INTEREST_DATA_WORK"": 0.8277777777777778, ""INTEREST_INSIGHTS_ANALYSIS"": 0.8, ""ORIENTATION_DATA_ORIENTED"": 0.8277777777777778}","{""TRAIT_CURIOSITY"": ""metadata"", ""ORIENTATION_TECHNOLOGY_FOCUSED"": ""metadata"", ""INTEREST_DATA_WORK"": ""metadata"", ""INTEREST_INSIGHTS_ANALYSIS"": ""metadata"", ""ORIENTATION_DATA_ORIENTED"": ""metadata""}"
