id,category,subcategory,question,answer_type,options,tags,target_field,persona_id,persona_name,temperature,generation_round,split_type,shared_group_id,expert_role,model_answer,model_reasoning,model_score_1_to_5,predicted_fields,field_scores_json,confidence,target_confirmed,model_name,prompt_version,run_id,timestamp_utc,is_synthetic,error
715,Values,Growth,"Overall, i prioritize creative freedom when choosing a role. (when learning)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Values,Growth,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,neutral / only sometimes true,The question relates to values and growth in terms of creative freedom.,3,"[""Technical Writing"", ""UI / UX Design"", ""Data Analysis""]","{""Frontend Development"": 0.03636363636363636, ""Backend Development"": 0.01818181818181818, ""Full Stack Development"": 0.01818181818181818, ""Mobile Development"": 0.01818181818181818, ""Data Analysis"": 0.09090909090909091, ""Data Science"": 0.054545454545454536, ""Machine Learning"": 0.03636363636363636, ""AI Engineering"": 0.01818181818181818, ""Cyber Security"": 0.01818181818181818, ""DevOps"": 0.01818181818181818, ""QA / Software Testing"": 0.01818181818181818, ""Game Development"": 0.01818181818181818, ""UI / UX Design"": 0.36363636363636365, ""Product Management"": 0.09090909090909091, ""Technical Writing"": 0.18181818181818182, ""Software Architecture"": 0.0}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:09Z,1,
1020,Interests,Industry,I feel curious about applying technology in finance.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,Industry,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,neutral / only sometimes true,"This question relates to financial technology interests, which could pertain to Data Analysis or Financial Services.",3,"[""Data Science"", ""Technical Writing"", ""Data Analysis""]","{""Frontend Development"": 0.0030959752321981426, ""Backend Development"": 0.006191950464396285, ""Full Stack Development"": 0.0030959752321981426, ""Mobile Development"": 0.0030959752321981426, ""Data Analysis"": 0.23219814241486067, ""Data Science"": 0.24767801857585142, ""Machine Learning"": 0.10835913312693497, ""AI Engineering"": 0.07739938080495357, ""Cyber Security"": 0.030959752321981428, ""DevOps"": 0.015479876160990714, ""QA / Software Testing"": 0.006191950464396285, ""Game Development"": 0.0030959752321981426, ""UI / UX Design"": 0.015479876160990714, ""Product Management"": 0.030959752321981428, ""Technical Writing"": 0.20123839009287928, ""Software Architecture"": 0.015479876160990714}",0.7,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:13Z,1,
880,WorkStyle,RemoteHybrid,I would be productive in an environment with strong mentoring and feedback. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,RemoteHybrid,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Disagree,This question relates to Work Environment and Mentoring.,2,"[""Product Management"", ""Technical Writing"", ""Data Analysis""]","{""Frontend Development"": 0.004878048780487806, ""Backend Development"": 0.004878048780487806, ""Full Stack Development"": 0.004878048780487806, ""Mobile Development"": 0.004878048780487806, ""Data Analysis"": 0.17073170731707318, ""Data Science"": 0.09756097560975611, ""Machine Learning"": 0.04878048780487806, ""AI Engineering"": 0.02439024390243903, ""Cyber Security"": 0.004878048780487806, ""DevOps"": 0.004878048780487806, ""QA / Software Testing"": 0.02439024390243903, ""Game Development"": 0.004878048780487806, ""UI / UX Design"": 0.09756097560975611, ""Product Management"": 0.29268292682926833, ""Technical Writing"": 0.19512195121951223, ""Software Architecture"": 0.014634146341463415}",0.75,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:15Z,1,
1436,Interests,RoleTasks,I would enjoy configure CI/CD if I worked as a DevOps/SRE.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,RoleTasks,DevOps/SRE",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,DevOps/SRE,"The question is about interest in configuring CI/CD, which directly relates to DevOps/SRE roles.",4,"[""DevOps"", ""QA / Software Testing"", ""Software Architecture""]","{""Frontend Development"": 0.0033783783783783786, ""Backend Development"": 0.006756756756756757, ""Full Stack Development"": 0.010135135135135136, ""Mobile Development"": 0.013513513513513514, ""Data Analysis"": 0.05067567567567567, ""Data Science"": 0.02027027027027027, ""Machine Learning"": 0.02364864864864865, ""AI Engineering"": 0.02702702702702703, ""Cyber Security"": 0.030405405405405404, ""DevOps"": 0.30405405405405406, ""QA / Software Testing"": 0.28716216216216217, ""Game Development"": 0.037162162162162164, ""UI / UX Design"": 0.04054054054054054, ""Product Management"": 0.04391891891891892, ""Technical Writing"": 0.0472972972972973, ""Software Architecture"": 0.05405405405405406}",0.95,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:18Z,1,
112,Personality,Creativity,"In general, i enjoy making things look and feel polished.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Creativity,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,3,This question relates to visual design and aesthetics.,3,"[""UI / UX Design"", ""Technical Writing"", ""Frontend Development""]","{""Frontend Development"": 0.31620553359683795, ""Backend Development"": 0.039525691699604744, ""Full Stack Development"": 0.039525691699604744, ""Mobile Development"": 0.039525691699604744, ""Data Analysis"": 0.019762845849802372, ""Data Science"": 0.019762845849802372, ""Machine Learning"": 0.019762845849802372, ""AI Engineering"": 0.019762845849802372, ""Cyber Security"": 0.019762845849802372, ""DevOps"": 0.019762845849802372, ""QA / Software Testing"": 0.019762845849802372, ""Game Development"": 0.019762845849802372, ""UI / UX Design"": 0.23715415019762842, ""Product Management"": 0.007905138339920948, ""Technical Writing"": 0.15810276679841898, ""Software Architecture"": 0.003952569169960474}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:21Z,1,
1588,Interests,TechDomains,Which domain best matches what you want to do day-to-day?,SingleChoice,NLP;DevOps/SRE;game development;healthtech;data engineering;edtech;full-stack development;Not sure,"Interests,TechDomains,choice",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,None,This question is about tech domains and interests.,,"[""Technical Writing"", ""UI / UX Design"", ""Data Science""]","{""Frontend Development"": 0.009505703422053233, ""Backend Development"": 0.005703422053231939, ""Full Stack Development"": 0.003802281368821293, ""Mobile Development"": 0.0019011406844106466, ""Data Analysis"": 0.15209125475285173, ""Data Science"": 0.14258555133079848, ""Machine Learning"": 0.11406844106463879, ""AI Engineering"": 0.07604562737642587, ""Cyber Security"": 0.019011406844106467, ""DevOps"": 0.038022813688212934, ""QA / Software Testing"": 0.028517110266159697, ""Game Development"": 0.019011406844106467, ""UI / UX Design"": 0.12357414448669203, ""Product Management"": 0.057034220532319393, ""Technical Writing"": 0.13307984790874525, ""Software Architecture"": 0.07604562737642587}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:24Z,1,
1136,Personality,Traits,People often describe me as having strong creativity.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Traits,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,neutral / only sometimes true,"The question relates to personality traits, not directly to data analysis.",3,"[""Technical Writing"", ""UI / UX Design"", ""Product Management""]","{""Frontend Development"": 0.015503875968992248, ""Backend Development"": 0.007751937984496124, ""Full Stack Development"": 0.007751937984496124, ""Mobile Development"": 0.007751937984496124, ""Data Analysis"": 0.03875968992248062, ""Data Science"": 0.007751937984496124, ""Machine Learning"": 0.007751937984496124, ""AI Engineering"": 0.007751937984496124, ""Cyber Security"": 0.007751937984496124, ""DevOps"": 0.007751937984496124, ""QA / Software Testing"": 0.007751937984496124, ""Game Development"": 0.015503875968992248, ""UI / UX Design"": 0.23255813953488372, ""Product Management"": 0.38759689922480617, ""Technical Writing"": 0.23255813953488372, ""Software Architecture"": 0.007751937984496124}",0.75,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:27Z,1,
648,Habits,Learning,I regularly learn new tools or concepts outside of formal requirements. (under time pressure) This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Habits,Learning,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Data Analysis,"The question focuses on continuous learning and adaptability, which are key in Data Analysis.",4,"[""Data Analysis"", ""Technical Writing"", ""Product Management""]","{""Frontend Development"": 0.0018018018018018018, ""Backend Development"": 0.0036036036036036037, ""Full Stack Development"": 0.005405405405405406, ""Mobile Development"": 0.007207207207207207, ""Data Analysis"": 0.15315315315315314, ""Data Science"": 0.13513513513513514, ""Machine Learning"": 0.11711711711711713, ""AI Engineering"": 0.09909909909909911, ""Cyber Security"": 0.04504504504504505, ""DevOps"": 0.02702702702702703, ""QA / Software Testing"": 0.018018018018018018, ""Game Development"": 0.014414414414414415, ""UI / UX Design"": 0.012612612612612614, ""Product Management"": 0.16216216216216217, ""Technical Writing"": 0.14414414414414414, ""Software Architecture"": 0.05405405405405406}",0.95,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:30Z,1,
716,Values,Growth,I prioritize autonomy and ownership when choosing a role.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Values,Growth,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,"Data Analysis, Product Management, Technical Writing","The question relates to personal preferences in roles, aligning with values like autonomy and ownership.",,"[""Technical Writing"", ""Product Management"", ""Data Analysis""]","{""Frontend Development"": 0.0013986013986013986, ""Backend Development"": 0.002797202797202797, ""Full Stack Development"": 0.004195804195804196, ""Mobile Development"": 0.005594405594405594, ""Data Analysis"": 0.13286713286713286, ""Data Science"": 0.09090909090909091, ""Machine Learning"": 0.09790209790209789, ""AI Engineering"": 0.11188811188811189, ""Cyber Security"": 0.013986013986013986, ""DevOps"": 0.027972027972027972, ""QA / Software Testing"": 0.04195804195804195, ""Game Development"": 0.055944055944055944, ""UI / UX Design"": 0.06993006993006992, ""Product Management"": 0.12587412587412586, ""Technical Writing"": 0.11888111888111887, ""Software Architecture"": 0.09790209790209789}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:33Z,1,
964,Interests,Industry,"Overall, i feel curious about applying technology in education. (when I'm tired) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,Industry,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,2,The question relates to curiosity and interest in applying technology in education.,2,"[""Technical Writing"", ""UI / UX Design"", ""Data Analysis""]","{""Frontend Development"": 0.002173913043478261, ""Backend Development"": 0.002173913043478261, ""Full Stack Development"": 0.002173913043478261, ""Mobile Development"": 0.002173913043478261, ""Data Analysis"": 0.1847826086956522, ""Data Science"": 0.05434782608695653, ""Machine Learning"": 0.03260869565217391, ""AI Engineering"": 0.02173913043478261, ""Cyber Security"": 0.010869565217391306, ""DevOps"": 0.006521739130434783, ""QA / Software Testing"": 0.004347826086956522, ""Game Development"": 0.002173913043478261, ""UI / UX Design"": 0.1956521739130435, ""Product Management"": 0.15217391304347827, ""Technical Writing"": 0.1847826086956522, ""Software Architecture"": 0.14130434782608697}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:36Z,1,
525,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Data Analysis,"The question pertains to collaboration and working style, specifically in a professional context.",,"[""Product Management"", ""Technical Writing"", ""UI / UX Design""]","{""Frontend Development"": 0.0015527950310559005, ""Backend Development"": 0.003105590062111801, ""Full Stack Development"": 0.004658385093167701, ""Mobile Development"": 0.006211180124223602, ""Data Analysis"": 0.11645962732919254, ""Data Science"": 0.10559006211180125, ""Machine Learning"": 0.10093167701863354, ""AI Engineering"": 0.09161490683229813, ""Cyber Security"": 0.018633540372670804, ""DevOps"": 0.03571428571428571, ""QA / Software Testing"": 0.06987577639751552, ""Game Development"": 0.012422360248447204, ""UI / UX Design"": 0.09627329192546583, ""Product Management"": 0.14751552795031053, ""Technical Writing"": 0.13664596273291924, ""Software Architecture"": 0.052795031055900624}",0.75,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:39Z,1,
362,Personality,Analytical,"I like problems that require careful reasoning, such as finding the root cause of an outage. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Data Analysis,The question relates to analytical problem-solving skills.,4,"[""Data Science"", ""Data Analysis"", ""Machine Learning""]","{""Frontend Development"": 0.002242152466367713, ""Backend Development"": 0.004484304932735426, ""Full Stack Development"": 0.0067264573991031385, ""Mobile Development"": 0.008968609865470852, ""Data Analysis"": 0.1905829596412556, ""Data Science"": 0.17937219730941706, ""Machine Learning"": 0.1681614349775785, ""AI Engineering"": 0.13452914798206278, ""Cyber Security"": 0.033632286995515695, ""DevOps"": 0.044843049327354265, ""QA / Software Testing"": 0.05605381165919283, ""Game Development"": 0.020179372197309416, ""UI / UX Design"": 0.01569506726457399, ""Product Management"": 0.06726457399103139, ""Technical Writing"": 0.04035874439461883, ""Software Architecture"": 0.026905829596412554}",0.95,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:42Z,1,
370,Personality,Analytical,"I like problems that require careful reasoning, such as doing a post-mortem after an incident. (when things are ambiguous)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,agree,Technical and analytical mindset.,4,"[""Data Analysis"", ""Machine Learning"", ""Backend Development""]","{""Frontend Development"": 0.002570694087403599, ""Backend Development"": 0.12596401028277635, ""Full Stack Development"": 0.09640102827763496, ""Mobile Development"": 0.019280205655526992, ""Data Analysis"": 0.12339331619537275, ""Data Science"": 0.11953727506426735, ""Machine Learning"": 0.11439588688946015, ""AI Engineering"": 0.10925449871465295, ""Cyber Security"": 0.09640102827763496, ""DevOps"": 0.05784061696658098, ""QA / Software Testing"": 0.032133676092544985, ""Game Development"": 0.019280205655526992, ""UI / UX Design"": 0.012853470437017995, ""Product Management"": 0.038560411311053984, ""Technical Writing"": 0.006426735218508998, ""Software Architecture"": 0.02570694087403599}",0.9,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:45Z,1,
1472,Interests,RoleTasks,I would enjoy talk to users if I worked as a Product Manager.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,RoleTasks,Product Manager",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,4,This question points to Product Management skills and user communication.,4,"[""Product Management"", ""UI / UX Design"", ""Technical Writing""]","{""Frontend Development"": 0.004166666666666667, ""Backend Development"": 0.004166666666666667, ""Full Stack Development"": 0.004166666666666667, ""Mobile Development"": 0.004166666666666667, ""Data Analysis"": 0.020833333333333336, ""Data Science"": 0.008333333333333333, ""Machine Learning"": 0.004166666666666667, ""AI Engineering"": 0.004166666666666667, ""Cyber Security"": 0.004166666666666667, ""DevOps"": 0.004166666666666667, ""QA / Software Testing"": 0.004166666666666667, ""Game Development"": 0.004166666666666667, ""UI / UX Design"": 0.3541666666666667, ""Product Management"": 0.3125, ""Technical Writing"": 0.25, ""Software Architecture"": 0.0125}",0.9,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:48Z,1,
847,WorkStyle,RemoteHybrid,I would be productive in an office environment with daily in-person collaboration. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,RemoteHybrid,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,How well does this statement describe a typical Data Analysis professional?,This question relates to work style preferences.,3,"[""Technical Writing"", ""Product Management"", ""Backend Development""]","{""Frontend Development"": 0.0035335689045936395, ""Backend Development"": 0.24734982332155475, ""Full Stack Development"": 0.0706713780918728, ""Mobile Development"": 0.0176678445229682, ""Data Analysis"": 0.028268551236749116, ""Data Science"": 0.010600706713780918, ""Machine Learning"": 0.0035335689045936395, ""AI Engineering"": 0.0035335689045936395, ""Cyber Security"": 0.0035335689045936395, ""DevOps"": 0.0176678445229682, ""QA / Software Testing"": 0.028268551236749116, ""Game Development"": 0.007067137809187279, ""UI / UX Design"": 0.010600706713780918, ""Product Management"": 0.21201413427561835, ""Technical Writing"": 0.31802120141342755, ""Software Architecture"": 0.0176678445229682}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:51Z,1,
285,Personality,Analytical,"I like problems that require careful reasoning, such as creating a plan for a complex project.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,neutral / only sometimes true,Analytical traits and problem-solving are relevant to Data Analysis.,3,"[""Data Analysis"", ""Technical Writing"", ""Product Management""]","{""Frontend Development"": 0.0019723865877712033, ""Backend Development"": 0.0039447731755424065, ""Full Stack Development"": 0.005917159763313609, ""Mobile Development"": 0.007889546351084813, ""Data Analysis"": 0.16765285996055226, ""Data Science"": 0.14792899408284022, ""Machine Learning"": 0.1282051282051282, ""AI Engineering"": 0.10848126232741617, ""Cyber Security"": 0.029585798816568046, ""DevOps"": 0.017751479289940825, ""QA / Software Testing"": 0.015779092702169626, ""Game Development"": 0.013806706114398423, ""UI / UX Design"": 0.011834319526627219, ""Product Management"": 0.1420118343195266, ""Technical Writing"": 0.11439842209072977, ""Software Architecture"": 0.08284023668639053}",0.9,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:54Z,1,
1115,Personality,Traits,"When it matters, people often describe me as having strong persistence.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Traits,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Neural,This question relates to personal traits and behavior.,,"[""Frontend Development"", ""Cyber Security"", ""Software Architecture""]","{""Frontend Development"": 0.10526315789473684, ""Backend Development"": 0.05263157894736842, ""Full Stack Development"": 0.05263157894736842, ""Mobile Development"": 0.05263157894736842, ""Data Analysis"": 0.05263157894736842, ""Data Science"": 0.05263157894736842, ""Machine Learning"": 0.05263157894736842, ""AI Engineering"": 0.05263157894736842, ""Cyber Security"": 0.10526315789473684, ""DevOps"": 0.05263157894736842, ""QA / Software Testing"": 0.05263157894736842, ""Game Development"": 0.05263157894736842, ""UI / UX Design"": 0.05263157894736842, ""Product Management"": 0.05263157894736842, ""Technical Writing"": 0.05263157894736842, ""Software Architecture"": 0.10526315789473684}",0.85,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:38:57Z,1,
1220,Personality,Traits,"In general, i see logical reasoning as one of my strengths.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Traits,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,How well does this statement describe a typical Data Analysis professional?,Personality - Traits,3,"[""Data Science"", ""Machine Learning"", ""Backend Development""]","{""Frontend Development"": 0.002178649237472767, ""Backend Development"": 0.18518518518518517, ""Full Stack Development"": 0.04357298474945534, ""Mobile Development"": 0.010893246187363835, ""Data Analysis"": 0.13071895424836602, ""Data Science"": 0.19607843137254902, ""Machine Learning"": 0.15250544662309368, ""AI Engineering"": 0.08714596949891068, ""Cyber Security"": 0.02178649237472767, ""DevOps"": 0.032679738562091505, ""QA / Software Testing"": 0.02178649237472767, ""Game Development"": 0.004357298474945534, ""UI / UX Design"": 0.006535947712418301, ""Product Management"": 0.0392156862745098, ""Technical Writing"": 0.010893246187363835, ""Software Architecture"": 0.054466230936819175}",0.9,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:00Z,1,
1364,Interests,RoleTasks,How appealing is it to you to create dashboards as part of a Data Analyst role?,SingleChoice,Not appealing;Slightly appealing;Neutral;Appealing;Very appealing,"Interests,RoleTasks,Data Analyst",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Appealing,Data Analysis and Technical Writing are relevant fields.,,"[""Data Analysis"", ""Technical Writing"", ""Data Science""]","{""Frontend Development"": 0.004405286343612335, ""Backend Development"": 0.004405286343612335, ""Full Stack Development"": 0.004405286343612335, ""Mobile Development"": 0.004405286343612335, ""Data Analysis"": 0.3744493392070484, ""Data Science"": 0.11013215859030837, ""Machine Learning"": 0.06607929515418502, ""AI Engineering"": 0.04405286343612335, ""Cyber Security"": 0.022026431718061675, ""DevOps"": 0.013215859030837003, ""QA / Software Testing"": 0.00881057268722467, ""Game Development"": 0.004405286343612335, ""UI / UX Design"": 0.004405286343612335, ""Product Management"": 0.004405286343612335, ""Technical Writing"": 0.3303964757709251, ""Software Architecture"": 0.0}",0.9,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:03Z,1,
1554,Interests,TechDomains,Which field would you like to learn more about first?,SingleChoice,healthtech;cloud infrastructure;IoT;QA/testing;backend engineering;data engineering;Not sure,"Interests,TechDomains,choice",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,None,Career interests related to tech domains and learning preferences.,,"[""Backend Development"", ""QA / Software Testing"", ""Full Stack Development""]","{""Frontend Development"": 0.0111731843575419, ""Backend Development"": 0.446927374301676, ""Full Stack Development"": 0.08379888268156424, ""Mobile Development"": 0.00558659217877095, ""Data Analysis"": 0.01675977653631285, ""Data Science"": 0.00558659217877095, ""Machine Learning"": 0.00558659217877095, ""AI Engineering"": 0.00558659217877095, ""Cyber Security"": 0.00558659217877095, ""DevOps"": 0.00558659217877095, ""QA / Software Testing"": 0.36312849162011174, ""Game Development"": 0.00558659217877095, ""UI / UX Design"": 0.0111731843575419, ""Product Management"": 0.01675977653631285, ""Technical Writing"": 0.00558659217877095, ""Software Architecture"": 0.00558659217877095}",0.85,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:06Z,1,
278,Personality,Analytical,"I like problems that require careful reasoning, such as reading documentation to figure out an unfamiliar tool. (under time pressure)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Data Analysis,The question focuses on analytical problem-solving under time pressure.,4,"[""Data Analysis"", ""Technical Writing"", ""Software Architecture""]","{""Frontend Development"": 0.0036101083032490976, ""Backend Development"": 0.005415162454873646, ""Full Stack Development"": 0.007220216606498195, ""Mobile Development"": 0.0018050541516245488, ""Data Analysis"": 0.15342960288808663, ""Data Science"": 0.13537906137184116, ""Machine Learning"": 0.11732851985559567, ""AI Engineering"": 0.10830324909747292, ""Cyber Security"": 0.0631768953068592, ""DevOps"": 0.04512635379061372, ""QA / Software Testing"": 0.02707581227436823, ""Game Development"": 0.018050541516245487, ""UI / UX Design"": 0.01444043321299639, ""Product Management"": 0.010830324909747292, ""Technical Writing"": 0.1624548736462094, ""Software Architecture"": 0.1263537906137184}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:09Z,1,
456,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like negotiating priorities with stakeholders.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,shared,data_analysis_shared_5,Product Analytics Specialist,Data Analysis,The question focuses on collaboration and working with stakeholders.,3,"[""Product Management"", ""Technical Writing"", ""Data Analysis""]","{""Frontend Development"": 0.005747126436781609, ""Backend Development"": 0.005747126436781609, ""Full Stack Development"": 0.005747126436781609, ""Mobile Development"": 0.005747126436781609, ""Data Analysis"": 0.0, ""Data Science"": 0.1149425287356322, ""Machine Learning"": 0.02873563218390805, ""AI Engineering"": 0.02873563218390805, ""Cyber Security"": 0.005747126436781609, ""DevOps"": 0.02873563218390805, ""QA / Software Testing"": 0.02873563218390805, ""Game Development"": 0.005747126436781609, ""UI / UX Design"": 0.011494252873563218, ""Product Management"": 0.5172413793103449, ""Technical Writing"": 0.17241379310344826, ""Software Architecture"": 0.034482758620689655}",0.85,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:12Z,1,
514,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like interviewing users to understand their needs.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Data Analysis,data_analysis_3,Product Analytics Specialist,0.9,3,unique,,Product Analytics Specialist,Agree,The question relates to collaboration and working styles.,3,"[""Product Management"", ""Technical Writing"", ""Data Analysis""]","{""Frontend Development"": 0.003003003003003003, ""Backend Development"": 0.006006006006006006, ""Full Stack Development"": 0.003003003003003003, ""Mobile Development"": 0.003003003003003003, ""Data Analysis"": 0.2552552552552552, ""Data Science"": 0.09009009009009009, ""Machine Learning"": 0.06006006006006006, ""AI Engineering"": 0.03003003003003003, ""Cyber Security"": 0.015015015015015015, ""DevOps"": 0.015015015015015015, ""QA / Software Testing"": 0.024024024024024024, ""Game Development"": 0.006006006006006006, ""UI / UX Design"": 0.009009009009009009, ""Product Management"": 0.2702702702702703, ""Technical Writing"": 0.18018018018018017, ""Software Architecture"": 0.03003003003003003}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T06:39:15Z,1,
