id,category,subcategory,question,answer_type,options,tags
426,WorkStyle,Collaboration,I prefer to work with others on tasks like pair programming.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
427,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like mentoring a junior teammate.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
428,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like negotiating priorities with stakeholders. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
429,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. (at work),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
430,WorkStyle,Collaboration,I prefer to work with others on tasks like explaining technical topics to non-technical people. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
431,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (under time pressure) This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
432,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
433,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. (at work) This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
434,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like facilitating a group discussion. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
435,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (under time pressure),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
436,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like negotiating priorities with stakeholders.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
437,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
438,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like facilitating a group discussion.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
439,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
440,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like negotiating priorities with stakeholders. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
441,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
442,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
443,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like mentoring a junior teammate.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
444,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves. (under time pressure),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
445,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like facilitating a group discussion. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
446,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like interviewing users to understand their needs.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
447,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (under time pressure),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
448,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like helping teammates unblock themselves. (when things are ambiguous) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
449,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like writing clear documentation for others.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
450,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (when I'm tired) I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
451,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
452,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like explaining technical topics to non-technical people.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
453,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like mentoring a junior teammate. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
454,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like mentoring a junior teammate.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
455,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
456,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like negotiating priorities with stakeholders.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
457,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion. (in a team) I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
458,WorkStyle,Collaboration,I prefer to work with others on tasks like writing clear documentation for others.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
459,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like interviewing users to understand their needs.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
460,WorkStyle,Collaboration,I prefer to work with others on tasks like pair programming. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
461,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
462,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
463,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves. (in a team),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
464,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like pair programming. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
465,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
466,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
467,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
468,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like interviewing users to understand their needs. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
469,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like writing clear documentation for others.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
470,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like facilitating a group discussion. (under time pressure)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
471,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like facilitating a group discussion.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
472,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like writing clear documentation for others.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
473,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like writing clear documentation for others. (when things are ambiguous)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
474,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like explaining technical topics to non-technical people. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
475,WorkStyle,Collaboration,I prefer to work with others on tasks like writing clear documentation for others. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
476,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like negotiating priorities with stakeholders. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
477,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like presenting a solution in front of a group.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
478,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like pair programming.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
479,WorkStyle,Collaboration,I prefer to work with others on tasks like writing clear documentation for others. (when I'm tired) This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
480,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
481,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like facilitating a group discussion. (at work) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
482,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
483,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like writing clear documentation for others. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
484,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people. (when I'm tired) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
485,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
486,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like pair programming. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
487,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like facilitating a group discussion. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
488,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like writing clear documentation for others. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
489,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like interviewing users to understand their needs. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
490,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like facilitating a group discussion.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
491,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like mentoring a junior teammate. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
492,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people. (when learning)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
493,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
494,WorkStyle,Collaboration,I prefer to work with others on tasks like explaining technical topics to non-technical people.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
495,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
496,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
497,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
498,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
499,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like negotiating priorities with stakeholders. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
500,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like facilitating a group discussion. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
501,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like mentoring a junior teammate. (when things are ambiguous) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
502,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like resolving conflicts respectfully. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
503,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like facilitating a group discussion.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
504,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
505,WorkStyle,Collaboration,I prefer to work with others on tasks like writing clear documentation for others. (under time pressure),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
506,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
507,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like mentoring a junior teammate.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
508,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
509,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like resolving conflicts respectfully.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
510,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like resolving conflicts respectfully.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
511,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like facilitating a group discussion. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
512,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like facilitating a group discussion.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
513,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like resolving conflicts respectfully.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
514,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like interviewing users to understand their needs.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
515,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like resolving conflicts respectfully.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
516,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. (at work),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
517,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like pair programming.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
518,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like helping teammates unblock themselves.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
519,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (when learning) This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
520,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like negotiating priorities with stakeholders. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
521,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (in a team),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
522,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like interviewing users to understand their needs.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
523,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like explaining technical topics to non-technical people.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
524,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like resolving conflicts respectfully.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
525,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
526,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion. (when things are ambiguous),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
527,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like helping teammates unblock themselves. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
528,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. (when learning),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
529,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like resolving conflicts respectfully. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
530,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (in a team),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
531,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
532,WorkStyle,Collaboration,I prefer to work with others on tasks like negotiating priorities with stakeholders. (under time pressure) I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
533,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like pair programming. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
534,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like explaining technical topics to non-technical people.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
535,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like presenting a solution in front of a group.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
536,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. (under time pressure),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
537,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like facilitating a group discussion. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
538,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like explaining technical topics to non-technical people. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
539,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
540,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like facilitating a group discussion. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
541,WorkStyle,Collaboration,I prefer to work with others on tasks like pair programming. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
542,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (at work),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
543,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (at work) This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
544,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like presenting a solution in front of a group. (under time pressure)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
545,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves. (when things are ambiguous),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
546,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like interviewing users to understand their needs. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
547,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
548,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like mentoring a junior teammate. (when learning)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
549,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like presenting a solution in front of a group. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
550,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like pair programming. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
551,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert"
